"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.code_1","Input.code_2","Input.code_3","Input.code_4","Input.code_5","Input.code_6","Input.code_7","Input.code_8","Input.code_9","Input.code_10","Input.code_11","Input.code_12","Input.code_13","Input.code_14","Input.prompt_1","Input.prompt_2","Input.prompt_3","Input.prompt_4","Input.prompt_5","Input.prompt_6","Input.prompt_7","Input.prompt_8","Input.prompt_9","Input.prompt_10","Input.prompt_11","Input.prompt_12","Input.prompt_13","Input.prompt_14","Input.list","Answer.comments","Answer.country","Answer.english","Answer.response_1","Answer.response_10","Answer.response_11","Answer.response_12","Answer.response_13","Answer.response_14","Answer.response_2","Answer.response_3","Answer.response_4","Answer.response_5","Answer.response_6","Answer.response_7","Answer.response_8","Answer.response_9","Approve","Reject"
"3CKVGCS3PG5PXHQTYLO5472F4CY0S9","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:14 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:14 PDT 2017","","","3X73LLYYQ1E5EO2DEZJ50PMCELXNHR","A18T67NDI2JK5Y","Submitted","Mon May 08 08:50:29 PDT 2017","Mon May 08 08:56:10 PDT 2017","Thu May 11 08:56:10 PDT 2017","","","","341","100% (10/10)","0% (0/0)","0% (0/0)","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","filler_value=high","filler_value=low","filler_value=high","filler_value=high","filler_value=low","filler_value=low","How likely is someone being greedy to bother people?","How likely is someone being stupid to annoy people?","How likely is someone being courageous to comfort people?","How likely is someone being playful to amuse people?","How likely is someone being rude to upset people?","How likely is someone being jealous to anger people?","How likely is someone being talented to delight people?","How likely is someone being smart to inspire people?","How likely is someone going on vacation to make them relaxed?","How likely is someone crashing their car to make them pleased?","How likely is someone having their dog die to make them sad?","How likely is someone winning the lottery to make them happy?","How likely is someone drinking water to make them scared?","How likely is someone taking a nap to make them excited?","1","{}","USA","yes","1","1","5","5","2","1","2","4","5","4","2","4","4","5"
"351S7I5UG9WZJAZACXHPNI75GMVNJQ","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:15 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:15 PDT 2017","","","33NF62TLXJ20XOC05MUAKALNXIWJKN","A19TL7AJ0FB1JG","Submitted","Mon May 08 08:50:25 PDT 2017","Mon May 08 09:00:04 PDT 2017","Thu May 11 09:00:04 PDT 2017","","","","579","100% (16/16)","0% (0/0)","0% (0/0)","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","filler_value=low","filler_value=high","filler_value=low","filler_value=low","filler_value=high","filler_value=high","How likely is someone being rude to upset people?","How likely is someone being stupid to annoy people?","How likely is someone being courageous to comfort people?","How likely is someone being playful to amuse people?","How likely is someone being greedy to bother people?","How likely is someone being smart to inspire people?","How likely is someone being jealous to anger people?","How likely is someone being talented to delight people?","How likely is someone taking a nap to make them excited?","How likely is someone having their dog die to make them sad?","How likely is someone drinking water to make them scared?","How likely is someone crashing their car to make them pleased?","How likely is someone going on vacation to make them relaxed?","How likely is someone winning the lottery to make them happy?","2","{}","USA","yes","4","5","1","1","5","5","2","4","5","2","2","1","3","1"
"3AA88CN98P3O6T961KQC5D5PZVZKYC","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:15 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:15 PDT 2017","","","386PBUZZXFXBHUUIQM6BZAY2MI1JLQ","A28ZPY6D5AS7GZ","Submitted","Mon May 08 09:10:28 PDT 2017","Mon May 08 09:22:10 PDT 2017","Thu May 11 09:22:10 PDT 2017","","","","702","100% (6/6)","0% (0/0)","0% (0/0)","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","filler_value=high","filler_value=high","filler_value=high","filler_value=low","filler_value=low","filler_value=low","How likely is someone being greedy to bother people?","How likely is someone being smart to inspire people?","How likely is someone being talented to delight people?","How likely is someone being courageous to comfort people?","How likely is someone being playful to amuse people?","How likely is someone being rude to upset people?","How likely is someone being jealous to anger people?","How likely is someone being stupid to annoy people?","How likely is someone winning the lottery to make them happy?","How likely is someone having their dog die to make them sad?","How likely is someone going on vacation to make them relaxed?","How likely is someone taking a nap to make them excited?","How likely is someone crashing their car to make them pleased?","How likely is someone drinking water to make them scared?","3","{}","USA","yes","4","5","5","1","1","1","4","4","3","4","5","3","","5"
"3JUDR1D0D6RKGBEUL43ESVGTJMWQ2T","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:15 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:15 PDT 2017","","","3PXX5PX6LXYO3S525344S8ZEK1TBAF","A2GAQZAZWV01PU","Submitted","Mon May 08 08:50:24 PDT 2017","Mon May 08 08:53:33 PDT 2017","Thu May 11 08:53:33 PDT 2017","","","","189","0% (0/0)","0% (0/0)","0% (0/0)","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","filler_value=high","filler_value=low","filler_value=low","filler_value=high","filler_value=low","filler_value=high","How likely is someone being talented to delight people?","How likely is someone being jealous to anger people?","How likely is someone being rude to upset people?","How likely is someone being smart to inspire people?","How likely is someone being courageous to comfort people?","How likely is someone being stupid to annoy people?","How likely is someone being playful to amuse people?","How likely is someone being greedy to bother people?","How likely is someone winning the lottery to make them happy?","How likely is someone drinking water to make them scared?","How likely is someone crashing their car to make them pleased?","How likely is someone having their dog die to make them sad?","How likely is someone taking a nap to make them excited?","How likely is someone going on vacation to make them relaxed?","4","{}","USA","yes","4","1","1","5","2","5","3","4","4","5","3","4","4","5"
"3Z8UJEJOCZD39UTR826XPAVWF0T39W","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:15 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:15 PDT 2017","","","3OF2M9AATGOQX3H4N8XW849DGG9KZ9","A3K2VLUT3MU9H2","Submitted","Mon May 08 08:50:27 PDT 2017","Mon May 08 08:51:18 PDT 2017","Thu May 11 08:51:18 PDT 2017","","","","51","100% (2/2)","0% (0/0)","0% (0/0)","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","filler_value=low","filler_value=high","filler_value=high","filler_value=high","filler_value=low","filler_value=low","How likely is someone being jealous to anger people?","How likely is someone being playful to amuse people?","How likely is someone being courageous to comfort people?","How likely is someone being smart to inspire people?","How likely is someone being stupid to annoy people?","How likely is someone being talented to delight people?","How likely is someone being greedy to bother people?","How likely is someone being rude to upset people?","How likely is someone crashing their car to make them pleased?","How likely is someone having their dog die to make them sad?","How likely is someone going on vacation to make them relaxed?","How likely is someone winning the lottery to make them happy?","How likely is someone drinking water to make them scared?","How likely is someone taking a nap to make them excited?","5","{}","USA","yes","3","4","5","5","2","1","4","4","4","5","3","4","4","2"
"3EAWOID6MTX5P97XSGTAFUMM3GS0VE","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:15 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:15 PDT 2017","","","379J5II41OG36E8QCLVK2ULAHA5EL0","A2NAKIXS3DVGAA","Submitted","Mon May 08 08:50:27 PDT 2017","Mon May 08 08:51:16 PDT 2017","Thu May 11 08:51:16 PDT 2017","","","","49","100% (6/6)","0% (0/0)","0% (0/0)","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","filler_value=low","filler_value=high","filler_value=low","filler_value=high","filler_value=low","filler_value=high","How likely is someone being stupid to annoy people?","How likely is someone being rude to upset people?","How likely is someone being playful to amuse people?","How likely is someone being talented to delight people?","How likely is someone being courageous to comfort people?","How likely is someone being greedy to bother people?","How likely is someone being jealous to anger people?","How likely is someone being smart to inspire people?","How likely is someone crashing their car to make them pleased?","How likely is someone going on vacation to make them relaxed?","How likely is someone taking a nap to make them excited?","How likely is someone having their dog die to make them sad?","How likely is someone drinking water to make them scared?","How likely is someone winning the lottery to make them happy?","6","{}","USA","yes","2","5","1","5","1","5","2","4","4","4","2","2","4","1"
"3B623HUYJ4Q7F6VWTP1KXM8XNA9S8N","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:15 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:15 PDT 2017","","","3IUZPWIU1O7M38CZCLDP90FVZE5KWJ","A2SENAPNSXG9L","Submitted","Mon May 08 08:50:24 PDT 2017","Mon May 08 08:58:48 PDT 2017","Thu May 11 08:58:48 PDT 2017","","","","504","100% (6/6)","100% (1/1)","0% (0/0)","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","filler_value=low","filler_value=high","filler_value=high","filler_value=low","filler_value=low","filler_value=high","How likely is someone being greedy to bother people?","How likely is someone being talented to delight people?","How likely is someone being rude to upset people?","How likely is someone being playful to amuse people?","How likely is someone being jealous to anger people?","How likely is someone being courageous to comfort people?","How likely is someone being smart to inspire people?","How likely is someone being stupid to annoy people?","How likely is someone taking a nap to make them excited?","How likely is someone having their dog die to make them sad?","How likely is someone going on vacation to make them relaxed?","How likely is someone crashing their car to make them pleased?","How likely is someone drinking water to make them scared?","How likely is someone winning the lottery to make them happy?","7","{}","USA","yes","1","5","5","1","1","5","2","4","4","1","1","2","1","1"
"3XD2A6FGFNU7TBE6YH7YXI387GRS9C","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:15 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:15 PDT 2017","","","3YHH42UU5BF4FOTW4EW5H5J6N9VL0L","A28FW73RBVGYZ9","Submitted","Mon May 08 08:58:18 PDT 2017","Mon May 08 09:06:32 PDT 2017","Thu May 11 09:06:32 PDT 2017","","","","494","100% (1/1)","0% (0/0)","0% (0/0)","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","filler_value=low","filler_value=high","filler_value=low","filler_value=high","filler_value=high","filler_value=low","How likely is someone being playful to amuse people?","How likely is someone being courageous to comfort people?","How likely is someone being jealous to anger people?","How likely is someone being talented to delight people?","How likely is someone being smart to inspire people?","How likely is someone being greedy to bother people?","How likely is someone being rude to upset people?","How likely is someone being stupid to annoy people?","How likely is someone crashing their car to make them pleased?","How likely is someone winning the lottery to make them happy?","How likely is someone drinking water to make them scared?","How likely is someone having their dog die to make them sad?","How likely is someone going on vacation to make them relaxed?","How likely is someone taking a nap to make them excited?","8","{}","USA","yes","4","4","1","5","5","1","3","1","1","4","2","4","2","1"
"3SV8KD29L4SOBJJBX6SVJKER5P3KZ3","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:15 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:15 PDT 2017","","","3P4RDNWND569RTMC5J9Y7U6A5E7JIC","A32QJF67JMJFKX","Submitted","Mon May 08 08:50:23 PDT 2017","Mon May 08 08:53:40 PDT 2017","Thu May 11 08:53:40 PDT 2017","","","","197","100% (7/7)","100% (4/4)","0% (0/0)","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=positive,property_valence=positive","filler_value=high","filler_value=low","filler_value=high","filler_value=low","filler_value=high","filler_value=low","How likely is someone being greedy to bother people?","How likely is someone being rude to upset people?","How likely is someone being stupid to annoy people?","How likely is someone being playful to amuse people?","How likely is someone being talented to delight people?","How likely is someone being jealous to anger people?","How likely is someone being smart to inspire people?","How likely is someone being courageous to comfort people?","How likely is someone having their dog die to make them sad?","How likely is someone drinking water to make them scared?","How likely is someone winning the lottery to make them happy?","How likely is someone crashing their car to make them pleased?","How likely is someone going on vacation to make them relaxed?","How likely is someone taking a nap to make them excited?","9","{}","USA","yes","2","1","5","1","5","1","4","4","5","3","2","4","4","5"
"3YGE63DIN8XI4Y72IQY61W50APU0WO","3YWCO65Q5G3W9SKYZ95GUMF5L8Y0Q4","5 minute HIT: Read 14 prompts and answer a question about each one","5 minute HIT: Read 14 prompts and answer a question about each one","{}","$0.75","Mon May 08 08:50:15 PDT 2017","1","BatchId:2795104;OriginalHitTemplateId:920937336;","1200","259200","Wed May 10 08:50:15 PDT 2017","","","3OCHAWUVGOK1S8HPMQ9BBJT28GBKXC","A3TOUB8313BPVS","Submitted","Mon May 08 08:50:26 PDT 2017","Mon May 08 08:52:17 PDT 2017","Thu May 11 08:52:17 PDT 2017","","","","111","100% (5/5)","0% (0/0)","0% (0/0)","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","verb_valence=negative,property_valence=negative","verb_valence=positive,property_valence=positive","filler_value=low","filler_value=high","filler_value=low","filler_value=low","filler_value=high","filler_value=high","How likely is someone being stupid to annoy people?","How likely is someone being talented to delight people?","How likely is someone being jealous to anger people?","How likely is someone being smart to inspire people?","How likely is someone being rude to upset people?","How likely is someone being playful to amuse people?","How likely is someone being greedy to bother people?","How likely is someone being courageous to comfort people?","How likely is someone drinking water to make them scared?","How likely is someone winning the lottery to make them happy?","How likely is someone taking a nap to make them excited?","How likely is someone crashing their car to make them pleased?","How likely is someone having their dog die to make them sad?","How likely is someone going on vacation to make them relaxed?","10","{}","USA","yes","3","5","2","1","5","5","4","2","3","4","4","2","3","1"
