"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.code_1","Input.code_2","Input.code_3","Input.code_4","Input.code_5","Input.code_6","Input.code_7","Input.code_8","Input.prompt_1","Input.prompt_2","Input.prompt_3","Input.prompt_4","Input.prompt_5","Input.prompt_6","Input.prompt_7","Input.prompt_8","Input.list","Answer.comments","Answer.country","Answer.english","Answer.response_1","Answer.response_2","Answer.response_3","Answer.response_4","Answer.response_5","Answer.response_6","Answer.response_7","Answer.response_8","Approve","Reject"
"3PEG1BH7AERSTLGVRSCSX27OE46KBM","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:16:59 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:16:59 PDT 2017","","","3LBXNTKX0RVHBCYYITIMLAFMXZU9XS","ABMPX2Y2IRBMG","Submitted","Wed Apr 19 14:17:15 PDT 2017","Wed Apr 19 14:19:31 PDT 2017","Sat Apr 22 14:19:31 PDT 2017","","","","136","100% (5/5)","0% (0/0)","0% (0/0)","verb_negative;property_negative","verb_positive;property_positive","verb_positive;property_negative","verb_negative;property_negative","verb_positive;property_positive","verb_positive;property_negative","verb_negative;property_positive","verb_negative;property_positive","How likely is someone being rude to worry people?","How likely is someone being playful to inspire people?","How likely is someone being stupid to comfort people?","How likely is someone being jealous to annoy people?","How likely is someone being talented to delight people?","How likely is someone being greedy to amuse people?","How likely is someone being smart to upset people?","How likely is someone being courageous to bother people?","1","{}","USA","yes","2","3","3","4","4","2","3","2"
"34OWYT6U3WHIZXBAT5DKTGXLY0E9IQ","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:16:59 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:16:59 PDT 2017","","","3R0T90IZ1SC8NOAB53S9ZEGZ0U1CGK","A1OBB3PWYWK9KK","Submitted","Wed Apr 19 14:17:26 PDT 2017","Wed Apr 19 14:21:03 PDT 2017","Sat Apr 22 14:21:03 PDT 2017","","","","217","100% (6/6)","0% (0/0)","0% (0/0)","verb_negative;property_negative","verb_positive;property_positive","verb_positive;property_negative","verb_negative;property_negative","verb_positive;property_negative","verb_positive;property_positive","verb_negative;property_positive","verb_negative;property_positive","How likely is someone being rude to worry people?","How likely is someone being talented to delight people?","How likely is someone being stupid to comfort people?","How likely is someone being jealous to annoy people?","How likely is someone being greedy to amuse people?","How likely is someone being playful to inspire people?","How likely is someone being smart to upset people?","How likely is someone being courageous to bother people?","2","{}","USA","yes","4","5","2","4","2","4","4","2"
"3RWSQDNYL9M7QG0XVJ7R0F64L6HFFX","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:16:59 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:16:59 PDT 2017","","","30BXRYBRP4XV1IBR60ASW8Z37AVWHB","ADBZSZ70J4ZID","Submitted","Wed Apr 19 14:17:04 PDT 2017","Wed Apr 19 14:18:49 PDT 2017","Sat Apr 22 14:18:49 PDT 2017","","","","105","0% (0/0)","0% (0/0)","0% (0/0)","verb_negative;property_negative","verb_positive;property_positive","verb_negative;property_negative","verb_positive;property_negative","verb_positive;property_positive","verb_negative;property_positive","verb_positive;property_negative","verb_negative;property_positive","How likely is someone being rude to worry people?","How likely is someone being talented to delight people?","How likely is someone being jealous to annoy people?","How likely is someone being greedy to amuse people?","How likely is someone being playful to inspire people?","How likely is someone being courageous to bother people?","How likely is someone being stupid to comfort people?","How likely is someone being smart to upset people?","3","{}","USA","yes","4","5","5","1","4","1","2","2"
"3I7KR83SNAD95S1YT8YW6WCYQ439K1","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:16:59 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:16:59 PDT 2017","","","3NS0A6KXC48LVHLLXHCHACHK9CNGZN","A2SENAPNSXG9L","Submitted","Wed Apr 19 14:17:01 PDT 2017","Wed Apr 19 14:17:53 PDT 2017","Sat Apr 22 14:17:53 PDT 2017","","","","52","100% (5/5)","0% (0/0)","0% (0/0)","verb_positive;property_negative","verb_negative;property_negative","verb_negative;property_negative","verb_negative;property_positive","verb_negative;property_positive","verb_positive;property_negative","verb_positive;property_positive","verb_positive;property_positive","How likely is someone being greedy to amuse people?","How likely is someone being jealous to annoy people?","How likely is someone being rude to worry people?","How likely is someone being smart to upset people?","How likely is someone being courageous to bother people?","How likely is someone being stupid to comfort people?","How likely is someone being talented to delight people?","How likely is someone being playful to inspire people?","4","{}","USA","yes","1","1","1","1","1","1","3","3"
"39WSF6KUV2L9QFDUZB6B5RUI16TOEA","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:17:00 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:17:00 PDT 2017","","","3ITXP059PWJYL7P8AV3CBWCXEP4SJY","A3A8P4UR9A0DWQ","Submitted","Wed Apr 19 14:33:10 PDT 2017","Wed Apr 19 14:40:18 PDT 2017","Sat Apr 22 14:40:18 PDT 2017","","","","428","100% (6/6)","0% (0/0)","0% (0/0)","verb_negative;property_negative","verb_positive;property_negative","verb_positive;property_negative","verb_negative;property_positive","verb_positive;property_positive","verb_positive;property_positive","verb_negative;property_positive","verb_negative;property_negative","How likely is someone being rude to worry people?","How likely is someone being stupid to comfort people?","How likely is someone being greedy to amuse people?","How likely is someone being smart to upset people?","How likely is someone being talented to delight people?","How likely is someone being playful to inspire people?","How likely is someone being courageous to bother people?","How likely is someone being jealous to annoy people?","5","{}","USA","yes","4","1","1","1","5","5","1","1"
"307FVKVSYRFKD7O2TJDWLJWWYSP47U","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:16:59 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:16:59 PDT 2017","","","38YMOXR4MUZF4TRAAHJOZHADYWG6WL","A2YJQUHFIXNOY0","Submitted","Wed Apr 19 14:16:59 PDT 2017","Wed Apr 19 14:20:00 PDT 2017","Sat Apr 22 14:20:00 PDT 2017","","","","181","100% (5/5)","0% (0/0)","0% (0/0)","verb_positive;property_negative","verb_negative;property_positive","verb_negative;property_positive","verb_positive;property_negative","verb_positive;property_positive","verb_negative;property_negative","verb_negative;property_negative","verb_positive;property_positive","How likely is someone being greedy to amuse people?","How likely is someone being courageous to bother people?","How likely is someone being smart to upset people?","How likely is someone being stupid to comfort people?","How likely is someone being talented to delight people?","How likely is someone being rude to worry people?","How likely is someone being jealous to annoy people?","How likely is someone being playful to inspire people?","6","{}","USA","yes","2","1","4","3","5","3","4","5"
"3A9LA2FRWSE84YIOQ31D97IO5QQHXO","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:16:59 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:16:59 PDT 2017","","","3YDGXNSEOZUQZ5RETQA3O3NDKY784N","A1PF01FF85HUY4","Submitted","Wed Apr 19 14:27:33 PDT 2017","Wed Apr 19 14:28:48 PDT 2017","Sat Apr 22 14:28:48 PDT 2017","","","","75","0% (0/0)","0% (0/0)","0% (0/0)","verb_positive;property_negative","verb_negative;property_positive","verb_negative;property_negative","verb_negative;property_positive","verb_positive;property_negative","verb_positive;property_positive","verb_positive;property_positive","verb_negative;property_negative","How likely is someone being stupid to comfort people?","How likely is someone being smart to upset people?","How likely is someone being jealous to annoy people?","How likely is someone being courageous to bother people?","How likely is someone being greedy to amuse people?","How likely is someone being playful to inspire people?","How likely is someone being talented to delight people?","How likely is someone being rude to worry people?","7","{}","USA","yes","2","2","1","1","1","3","5","1"
"3421H3BM9AHEU8VGBNYK5HCLBF39J2","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:16:59 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:16:59 PDT 2017","","","3WETL7AQWT8MURP8VEYH2ELG48A53X","A1V2H0UF94ATWY","Submitted","Wed Apr 19 14:17:14 PDT 2017","Wed Apr 19 14:20:40 PDT 2017","Sat Apr 22 14:20:40 PDT 2017","","","","206","100% (3/3)","0% (0/0)","0% (0/0)","verb_positive;property_negative","verb_negative;property_negative","verb_positive;property_positive","verb_positive;property_negative","verb_negative;property_positive","verb_positive;property_positive","verb_negative;property_positive","verb_negative;property_negative","How likely is someone being stupid to comfort people?","How likely is someone being rude to worry people?","How likely is someone being talented to delight people?","How likely is someone being greedy to amuse people?","How likely is someone being smart to upset people?","How likely is someone being playful to inspire people?","How likely is someone being courageous to bother people?","How likely is someone being jealous to annoy people?","8","{}","USA","yes","1","5","5","1","3","5","1","5"
"3OEWW2KGQJB4Y9ZU3GVRZ9CX1USODH","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:16:59 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:16:59 PDT 2017","","","39DD6S19JPBNB3PURMMTA9W8WW7ZEO","A140QSCUDO8CPW","Submitted","Wed Apr 19 14:17:01 PDT 2017","Wed Apr 19 14:24:09 PDT 2017","Sat Apr 22 14:24:09 PDT 2017","","","","428","100% (4/4)","0% (0/0)","0% (0/0)","verb_negative;property_negative","verb_negative;property_positive","verb_negative;property_negative","verb_positive;property_negative","verb_negative;property_positive","verb_positive;property_positive","verb_positive;property_positive","verb_positive;property_negative","How likely is someone being rude to worry people?","How likely is someone being courageous to bother people?","How likely is someone being jealous to annoy people?","How likely is someone being stupid to comfort people?","How likely is someone being smart to upset people?","How likely is someone being playful to inspire people?","How likely is someone being talented to delight people?","How likely is someone being greedy to amuse people?","9","{}","USA","yes","2","1","3","3","2","4","5","1"
"33KMQD9OFJEHWU6LVHB3OVG6PUF77H","3VO7LTD99JZPQVL08TTOV9D4O9LGCF","3 minute HIT: Read 8 prompts and answer a question about each one","3 minute HIT: Read 8 prompts and answer a question about each one","{}","$0.50","Wed Apr 19 14:16:59 PDT 2017","1","BatchId:2772790;OriginalHitTemplateId:920937336;","900","259200","Fri Apr 21 14:16:59 PDT 2017","","","34BBWHLWHABVXDMBCISDWK0I7NAWI4","ADKKDK6P4MS1Z","Submitted","Wed Apr 19 14:24:33 PDT 2017","Wed Apr 19 14:38:08 PDT 2017","Sat Apr 22 14:38:08 PDT 2017","","","","815","100% (10/10)","0% (0/0)","0% (0/0)","verb_negative;property_positive","verb_positive;property_negative","verb_positive;property_positive","verb_negative;property_negative","verb_positive;property_positive","verb_negative;property_negative","verb_negative;property_positive","verb_positive;property_negative","How likely is someone being smart to upset people?","How likely is someone being greedy to amuse people?","How likely is someone being playful to inspire people?","How likely is someone being jealous to annoy people?","How likely is someone being talented to delight people?","How likely is someone being rude to worry people?","How likely is someone being courageous to bother people?","How likely is someone being stupid to comfort people?","10","thx","USA","yes","3","2","3","2","5","4","1","1"
